drug_id,drug_name
DB00269,Chlorotrianisene
DB04828,Zomepirac
DB04532,Indole
DB00884,Risedronic acid
DB01348,Spirapril
DB01578,Metrizamide
DB01597,Cilastatin
DB03994,Ethanolamine
DB00921,Buprenorphine
DB01179,Podofilox
DB00289,Atomoxetine
DB02757,Pyrazole
DB00986,Glycopyrronium
DB01087,Primaquine
DB01259,Lapatinib
DB00484,Brimonidine
DB00800,Fenoldopam
DB00228,Enflurane
DB03535,Z-Pro-Prolinal
DB00493,Cefotaxime
DB00904,Ondansetron
DB01090,Pentolinium
DB01053,Benzylpenicillin
DB01068,Clonazepam
DB00989,Rivastigmine
DB00196,Fluconazole
DB02285,Protoporphyrin
DB01340,Cilazapril
DB01366,Procaterol
DB00195,Betaxolol
DB03227,Nicotinamide Mononucleotide
DB01233,Metoclopramide
DB01154,Thiamylal
DB01082,Streptomycin
DB01708,Prasterone
DB00401,Nisoldipine
DB00984,Nandrolone phenpropionate
DB03357,(S)-Mandelic acid
DB01396,Digitoxin
DB01558,Bromazepam
DB01409,Tiotropium
DB00601,Linezolid
DB01407,Clenbuterol
DB00208,Ticlopidine
DB00936,Salicylic acid
DB01219,Dantrolene
DB01579,Phendimetrazine
DB03566,Spermidine
DB00485,Dicloxacillin
DB00183,Pentagastrin
DB01273,Varenicline
DB00014,Goserelin
DB01019,Bethanechol
DB00527,Cinchocaine
DB00404,Alprazolam
DB01285,Corticotropin
DB01217,Anastrozole
DB01018,Guanfacine
DB01462,Etonitazene
DB01206,Lomustine
DB00956,Hydrocodone
DB00140,Riboflavin
DB00263,Sulfisoxazole
DB00027,Gramicidin D
DB03206,Duvoglustat
DB01249,Iodixanol
DB00560,Tigecycline
DB00882,Clomifene
DB00035,Desmopressin
DB00296,Ropivacaine
DB00607,Nafcillin
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium"
DB01037,Selegiline
DB00146,Calcifediol
DB00665,Nilutamide
DB02345,Selenocysteine
DB00922,Levosimendan
DB00011,Interferon alfa-n1
DB01261,Sitagliptin
DB02925,Piretanide
DB01069,Promethazine
DB01288,Fenoterol
DB01550,Fenproporex
DB01048,Abacavir
DB01337,Pancuronium
DB01327,Cefazolin
DB00422,Methylphenidate
DB00152,Thiamine
DB04272,Citric acid
DB04707,Hydroxyfasudil
DB00417,Phenoxymethylpenicillin
DB00937,Diethylpropion
DB01043,Memantine
DB00245,Benzatropine
DB00497,Oxycodone
DB01077,Etidronic acid
DB01563,Chloral hydrate
DB00280,Disopyramide
DB00653,Magnesium sulfate
DB00760,Meropenem
DB00357,Aminoglutethimide
DB00593,Ethosuximide
DB02703,Fusidic acid
DB04014,Alsterpaullone
DB00802,Alfentanil
DB01390,Sodium bicarbonate
DB00444,Teniposide
DB00204,Dofetilide
DB04816,Dantron
DB00809,Tropicamide
DB00673,Aprepitant
DB01214,Metipranolol
DB02509,Farnesol
DB00500,Tolmetin
DB01126,Dutasteride
DB01638,Sorbitol
DB02123,Glycochenodeoxycholic Acid
DB01331,Cefoxitin
DB00414,Acetohexamide
DB00879,Emtricitabine
DB00687,Fludrocortisone
DB00543,Amoxapine
DB01892,Hyperforin
DB01188,Ciclopirox
DB04161,Propionamide
DB00176,Fluvoxamine
DB04824,Phenolphthalein
DB00828,Fosfomycin
DB00850,Perphenazine
DB01244,Bepridil
DB01752,S-adenosyl-L-homocysteine
DB00629,Guanabenz
DB01406,Danazol
DB00480,Lenalidomide
DB00967,Desloratadine
DB01117,Atovaquone
DB00397,Phenylpropanolamine
DB00532,Mephenytoin
DB00007,Leuprolide
DB00579,Mazindol
DB01413,Cefepime
DB01440,gamma-Hydroxybutyric acid
DB00606,Cyclothiazide
DB03222,dATP
DB00063,Eptifibatide
DB00609,Ethionamide
DB00846,Flurandrenolide
DB00008,Peginterferon alfa-2a
DB03203,Sphingosine
DB03438,Lysophosphatidylglycerol
DB01626,Pargyline
DB04725,Licofelone
DB00260,Cycloserine
DB02606,2-Butanol
DB00437,Allopurinol
DB03266,Glutaral
DB01775,Dihydroxyacetone
DB02362,Aminobenzoic acid
DB04066,p-Coumaric acid
DB03496,Alvocidib
DB03205,Pyrroloquinoline Quinone
DB00849,Methylphenobarbital
DB00756,Hexachlorophene
DB00536,Guanidine
DB01438,Phenazopyridine
DB00116,Tetrahydrofolic acid
DB00425,Zolpidem
DB01112,Cefuroxime
DB01074,Perhexiline
DB01012,Cinacalcet
DB01079,Tegaserod
DB04304,L-Gluconic Acid
DB00476,Duloxetine
DB02955,Ricinoleic Acid
DB01193,Acebutolol
DB00768,Olopatadine
DB01611,Hydroxychloroquine
DB01239,Chlorprothixene
DB00866,Alprenolol
DB00994,Neomycin
DB00611,Butorphanol
DB00799,Tazarotene
DB00751,Epinastine
DB00647,Dextropropoxyphene
DB02175,Malonic acid
DB01495,Dichloralphenazone
DB01172,Kanamycin
DB00733,Pralidoxime
DB01942,Formic acid
DB01901,Sucrosofate
DB00524,Metolazone
DB04343,Glyoxylic acid
DB00870,Suprofen
DB01483,Barbital
DB00603,Medroxyprogesterone acetate
DB04179,Benzofuran
DB00631,Clofarabine
DB01326,Cefamandole
DB00284,Acarbose
DB00932,Tipranavir
DB00461,Nabumetone
DB00938,Salmeterol
DB02426,Carboxyatractyloside
DB02534,2-Allylphenol
DB00961,Mepivacaine
DB04257,Palmitoleic Acid
DB00456,Cefalotin
DB01170,Guanethidine
DB00042,Botulinum Toxin Type B
DB00436,Bendroflumethiazide
DB00373,Timolol
DB03701,Vanoxerine
DB00980,Ramelteon
DB00837,Progabide
DB03229,2-Oxo-4-Methylpentanoic Acid
DB01362,Iohexol
DB02464,Benzylamine
DB03515,Equilenin
DB00067,Vasopressin
DB00474,Methohexital
DB00006,Bivalirudin
DB00962,Zaleplon
DB04729,Gentamicin C1a
DB01051,Novobiocin
DB01194,Brinzolamide
DB02663,2-Amino-4-(Hydroxymethyl-Phosphinyl)Butanoic Acid
DB00223,Diflorasone
DB00059,Pegaspargase
DB04662,OLOMOUCINE II
DB03793,Benzoic acid
DB00026,Anakinra
DB00376,Trihexyphenidyl
DB00408,Loxapine
DB00248,Cabergoline
DB00674,Galantamine
DB00826,Natamycin
DB01421,Paromomycin
DB04581,1-benzylimidazole
DB01472,4-Methoxyamphetamine
DB01176,Cyclizine
DB00525,Tolnaftate
DB01028,Methoxyflurane
DB00513,Aminocaproic acid
DB01618,Molindone
DB00455,Loratadine
DB02020,Alrestatin
DB01416,Cefpodoxime
DB02594,2'-Deoxycytidine
DB03156,beta-D-glucuronic acid
DB03852,Eucalyptol
DB00234,Reboxetine
DB01180,Rescinnamine
DB02178,Phenylacetaldehyde
DB00121,Biotin
DB00434,Cyproheptadine
DB00454,Meperidine
DB00670,Pirenzepine
DB02385,D-threo-neopterin
DB01365,Mephentermine
DB00349,Clobazam
DB00621,Oxandrolone
DB02640,Fumagillin
DB00697,Tizanidine
DB00355,Aztreonam
DB01063,Acetophenazine
DB00568,Cinnarizine
DB00327,Hydromorphone
DB01138,Sulfinpyrazone
DB04842,Fluspirilene
DB00835,Brompheniramine
DB00214,Torasemide
DB00231,Temazepam
DB03600,Capric acid
DB00983,Formoterol
DB00302,Tranexamic acid
DB00372,Thiethylperazine
DB00616,Candoxatril
DB00946,Phenprocoumon
DB00504,Levallorphan
DB01061,Azlocillin
DB00745,Modafinil
DB00785,Cryptenamine
DB00239,Oxiconazole
DB01588,Prazepam
DB00754,Ethotoin
DB00315,Zolmitriptan
DB04327,Phosphatidylethanolamine
DB02377,Guanine
DB01411,Pranlukast
DB04744,Lawsone
DB01427,Amrinone
DB03068,Zebularine
DB00210,Adapalene
DB04570,Latamoxef
DB01297,Practolol
DB00418,Secobarbital
DB04576,Fleroxacin
DB01603,Meticillin
DB02788,(S)-acetoin
DB01601,Lopinavir
DB00915,Amantadine
DB00216,Eletriptan
DB01086,Benzocaine
DB00419,Miglustat
DB01701,"1,2-Dichloro-Propane"
DB01196,Estramustine
DB00703,Methazolamide
DB00615,Rifabutin
DB02281,Formycin
DB00565,Cisatracurium
DB00467,Enoxacin
DB04429,4'-Hydroxyflavanone
DB00310,Chlorthalidone
DB03585,Oxyphenbutazone
DB03054,Bromoform
DB00930,Colesevelam
DB00693,Fluorescein
DB00585,Nizatidine
DB00350,Minoxidil
DB01996,3-Methylpyridine
DB04844,Tetrabenazine
DB00138,Cystine
DB02486,2-Hydroxyethyl Disulfide
DB00726,Trimipramine
DB00219,Oxyphenonium
DB03127,Benzamidine
DB02202,"(S)-butane-1,3-diol"
DB04074,alpha-Ketoisovalerate
DB01215,Estazolam
DB00911,Tinidazole
DB04400,"L-erythro-7,8-dihydrobiopterin"
DB00804,Dicyclomine
DB00159,Icosapent
DB04165,Valpromide
DB00498,Phenindione
DB02105,"3,5-Dinitrocatechol"
DB01924,Benzhydroxamic Acid
DB01408,Bambuterol
DB00935,Oxymetazoline
DB00557,Hydroxyzine
DB02015,Dihydrofolic Acid
DB02180,Myristoyl-Coa
DB00686,Pentosan polysulfate
DB04789,5-methyltetrahydrofolic acid
DB00487,Pefloxacin
DB00604,Cisapride
DB04335,Inosine
DB00389,Carbimazole
DB00711,Diethylcarbamazine
DB00211,Midodrine
DB03693,N-(2-Aminoethyl)-5-Chloroisoquinoline-8-Sulfonamide
DB01191,Dexfenfluramine
DB00198,Oseltamivir
DB02950,Hymenialdisine
DB00889,Granisetron
DB00353,Methylergometrine
DB01096,Oxamniquine
DB02531,Isobutyric acid
DB00358,Mefloquine
DB02857,Guanosine
DB02699,4-Oxoretinol
DB01230,Pemoline
DB00056,Gemtuzumab ozogamicin
DB04832,Zimelidine
DB01535,Carfentanil
DB00652,Pentazocine
DB00459,Acitretin
DB01620,Pheniramine
DB00351,Megestrol acetate
DB00998,Frovatriptan
DB01047,Fluocinonide
DB00200,Hydroxocobalamin
DB03147,Flavin adenine dinucleotide
DB00031,Tenecteplase
DB01010,Edrophonium
DB00839,Tolazamide
DB01020,Isosorbide mononitrate
DB01044,Gatifloxacin
DB03226,Trifluoroethanol
DB00683,Midazolam
DB04714,ISOPENTENYL PYROPHOSPHATE
DB04132,S-Hexylglutathione
DB01201,Rifapentine
DB00953,Rizatriptan
DB00147,Pyridoxal
DB01415,Ceftibuten
DB02579,Acrylic Acid
DB00658,Sevelamer
DB01426,Ajmaline
DB00270,Isradipine
DB00952,Naratriptan
DB00283,Clemastine
DB01140,Cefadroxil
DB00246,Ziprasidone
DB00393,Nimodipine
DB00972,Azelastine
DB01171,Moclobemide
DB00521,Carteolol
DB00546,Adinazolam
DB03940,Oxamic Acid
DB00876,Eprosartan
DB00792,Tripelennamine
DB00233,Aminosalicylic acid
DB00701,Amprenavir
DB00387,Procyclidine
DB00567,Cephalexin
DB00880,Chlorothiazide
DB01936,alpha-D-arabinofuranose
DB01332,Ceftizoxime
DB00371,Meprobamate
DB01252,Mitiglinide
DB00109,Enfuvirtide
DB00713,Oxacillin
DB01056,Tocainide
DB01582,Sulfamethazine
DB01672,"2,3-Dihydroxy-Benzoic Acid"
DB04553,2-Oxobutanoic Acid
DB00339,Pyrazinamide
DB02097,Cytidine
DB01263,Posaconazole
DB04839,Cyproterone acetate
DB04843,Mepenzolate
DB01839,Propylene glycol
DB00080,Daptomycin
DB00906,Tiagabine
DB01667,8-azaguanine
DB04250,Butyrylthiocholine
DB04524,Malonyl-CoA
DB01195,Flecainide
DB04534,5-Nitroindazole
DB01071,Mequitazine
DB01146,Diphenylpyraline
DB02962,Benzimidazole
DB00582,Voriconazole
DB00901,Bitolterol
DB01106,Levocabastine
DB00659,Acamprosate
DB00676,Benzyl benzoate
DB01497,Etorphine
DB00824,Enprofylline
DB00699,Nicergoline
DB00610,Metaraminol
DB01422,Nitroxoline
DB00232,Methyclothiazide
DB01828,Methylamine
DB00308,Ibutilide
DB04325,Phenethylamine
DB02055,N-Butyl-Benzenesulfonamide
DB01491,Dipipanone
DB00229,Cefotiam
DB01116,Trimethaphan
DB00464,Sodium tetradecyl sulfate
DB00823,Ethynodiol diacetate
DB00578,Carbenicillin
DB01091,Butenafine
DB04835,Maraviroc
DB01067,Glipizide
DB00217,Bethanidine
DB04533,2-Amino-4-methylphenol
DB00830,Phenmetrazine
DB00274,Cefmetazole
DB00294,Etonogestrel
DB00365,Grepafloxacin
DB00912,Repaglinide
DB03313,Cephalosporin C
DB01355,Hexobarbital
DB00874,Guaifenesin
DB01255,Lisdexamfetamine
DB04440,Nebularine
DB01157,Trimetrexate
DB00955,Netilmicin
DB00591,Fluocinolone acetonide
DB01384,Paramethasone
DB00878,Chlorhexidine
DB03553,Glutaric Acid
DB01607,Ticarcillin
DB01127,Econazole
DB00069,Interferon alfacon-1
DB04813,Bithionol
DB02115,Daidzin
DB00460,Verteporfin
DB00748,Carbinoxamine
DB01488,Dimethyltryptamine
DB01575,Kaolin
DB00894,Testolactone
DB00190,Carbidopa
DB01294,Bismuth subsalicylate
DB04688,Methylecgonine
DB01291,Pirbuterol
DB00249,Idoxuridine
DB01105,Sibutramine
DB00933,Mesoridazine
DB01321,Josamycin
DB01551,Dihydrocodeine
DB01227,Levacetylmethadol
DB00449,Dipivefrin
DB01785,Dimethylallyl Diphosphate
DB02192,Phenylethyl alcohol
DB02545,Fexaramine
DB00194,Vidarabine
DB01692,Dithioerythritol
DB02431,Cytidine-5'-Triphosphate
DB00145,Glycine
DB00362,Anidulafungin
DB01152,Candicidin
DB03886,Biopterin
DB01250,Olsalazine
DB04818,Iproniazid
DB00209,Trospium
DB00706,Tamsulosin
DB03967,Dodecyl sulfate
DB04631,Atpenin A5
DB01863,"Inositol 1,3,4,5-Tetrakisphosphate"
DB03385,4-Methylimidazole
DB00496,Darifenacin
DB03021,Ulapualide A
DB03407,4-Nitrocatechol
DB04361,Methyldiazene
DB00082,Pegvisomant
DB01228,Encainide
DB03750,Isovaleric Acid
DB00347,Trimethadione
DB01280,Nelarabine
DB01253,Ergometrine
DB00377,Palonosetron
DB04836,Amineptine
DB00926,Etretinate
DB03018,"3,4-dimethylaniline"
DB00288,Amcinonide
DB01333,Cefradine
DB04794,Bifonazole
DB01218,Halofantrine
DB01251,Gliquidone
DB00015,Reteplase
DB03733,Ethylene Dichloride
DB03516,Eniluracil
DB01602,Bacampicillin
DB00131,Adenosine phosphate
DB00873,Loteprednol
DB01629,5-fluorouridine
DB00098,Antithymocyte immunoglobulin (rabbit)
DB01446,Indopan
DB01493,Ethylestrenol
DB01282,Carbetocin
DB01904,D-Xylitol
DB01208,Sparfloxacin
DB01375,Aluminium monostearate
DB00892,Oxybuprocaine
DB04183,Methylmalonic Acid
DB00366,Doxylamine
DB02129,Dihydroorotic Acid
DB00690,Flurazepam
DB01616,Alverine
DB01243,Chloroxine
DB00153,Ergocalciferol
DB00899,Remifentanil
DB02282,5'-S-methyl-5'-thioadenosine
DB04604,5-iodotubercidin
DB00634,Sulfacetamide
DB02137,Molybdenum cofactor
DB03581,Glucose-6-Phosphate
DB00662,Trimethobenzamide
DB00509,Dextrothyroxine
DB01605,Pivmecillinam
DB03761,5-fluoro-2'-deoxyuridine-5'-monophosphate
DB00654,Latanoprost
DB00854,Levorphanol
DB00424,Hyoscyamine
DB01144,Diclofenamide
DB03429,Tetrastearoyl cardiolipin
DB01553,Cloxazolam
DB01198,Zopiclone
DB01021,Trichlormethiazide
DB00547,Desoximetasone
DB02279,Benzoylformic Acid
DB03175,Propyl alcohol
DB00251,Terconazole
DB00392,Profenamine
DB00551,Acetohydroxamic acid
DB02999,Quisqualic acid
DB03025,(S)-oct-1-en-3-ol
DB01608,Periciazine
DB01265,Telbivudine
DB01066,Cefditoren
DB01624,Zuclopenthixol
DB00212,Remikiren
DB00442,Entecavir
DB00924,Cyclobenzaprine
DB00644,Gonadorelin
DB00645,Dyclonine
DB00314,Capreomycin
DB01046,Lubiprostone
DB02383,Tolrestat
DB01102,Arbutamine
DB00671,Cefixime
DB00520,Caspofungin
DB01130,Prednicarbate
DB00862,Vardenafil
DB00680,Moricizine
DB00395,Carisoprodol
DB01431,Allylestrenol
DB00221,Isoetharine
DB04261,Carbamic Acid
DB03699,Succinyl-Coenzyme A
DB01185,Fluoxymesterone
DB01419,Antrafenine
DB01121,Phenacemide
DB02458,"S-(2,4-dinitrophenyl)glutathione"
DB01623,Thiothixene
DB02552,Geranyl Diphosphate
DB00017,Salmon calcitonin
DB03010,Patupilone
DB03408,gamma-Glutamylcysteine
DB00979,Cyclopentolate
DB00931,Metacycline
DB00919,Spectinomycin
DB00093,Felypressin
DB00486,Nabilone
DB01791,Piclamilast
DB01591,Solifenacin
DB01619,Phenindamine
DB01245,Decamethonium
DB03247,Flavin mononucleotide
DB00750,Prilocaine
DB00736,Esomeprazole
DB01600,Tiaprofenic acid
DB04425,"7,8-Dihydroneopterin"
DB00702,Icodextrin
DB01328,Cefonicid
DB03616,Kabiramide C
DB00719,Azatadine
DB01537,"4-Bromo-2,5-dimethoxyphenethylamine"
DB01078,Deslanoside
DB00535,Cefdinir
DB01084,Emedastine
DB00311,Ethoxzolamide
DB01324,Polythiazide
DB00256,Lymecycline
DB01295,Bevantolol
DB01123,Proflavine
DB01541,Boldenone
DB01329,Cefoperazone
DB01610,Valganciclovir
DB01207,Ridogrel
DB00969,Alosetron
DB00469,Tenoxicam
DB01025,Amlexanox
DB01614,Acepromazine
DB03470,Trypanothione
DB03817,"L-2,4-diaminobutyric acid"
DB00385,Valrubicin
DB00447,Loracarbef
DB03040,Nitrilotriacetic acid
DB02638,Terlipressin
DB00488,Altretamine
DB00766,Clavulanic acid
DB04657,Carboxin
DB00344,Protriptyline
DB04098,Balanol
DB01141,Micafungin
DB03323,Maltose
DB01484,"4-Bromo-2,5-dimethoxyamphetamine"
DB01506,1-Phenylcyclohexylamine
DB02024,3-phenylpropionic acid
DB04825,Prenylamine
DB01627,Lincomycin
DB01405,Temafloxacin
DB00569,Fondaparinux
DB00791,Uracil mustard
DB01330,Cefotetan
DB01430,Almitrine
DB01150,Cefprozil
DB01070,Dihydrotachysterol
DB00771,Clidinium
DB03410,4-hydroxycoumarin
DB02235,L-methionine (R)-S-oxide
DB03059,Acetoacetyl-CoA
DB01247,Isocarboxazid
DB01556,Chlorphentermine
DB00782,Propantheline
DB01359,Penbutolol
DB01284,Tetracosactide
DB00236,Pipobroman
DB00954,Dirithromycin
DB02317,Alpha-D-Galactose-1-Phosphate
DB00552,Pentostatin
DB00324,Fluorometholone
DB01548,Diprenorphine
DB01856,Pimelic Acid
DB04574,Estrone sulfate
DB00226,Guanadrel
DB01615,Aceprometazine
DB00639,Butoconazole
DB00303,Ertapenem
DB00287,Travoprost
DB00805,Minaprine
DB00402,Eszopiclone
DB00691,Moexipril
DB01520,Tenocyclidine
DB00869,Dorzolamide
DB01000,Cyclacillin
DB01486,Cathine
DB01231,Diphenidol
DB04566,Inosinic Acid
DB00185,Cevimeline
DB02272,Porphobilinogen
DB01353,Butobarbital
DB01545,Ethyl loflazepate
DB01380,Cortisone acetate
DB00965,Ethiodized oil
DB01482,Fenethylline
DB01557,alpha-Methylfentanyl
DB00429,Carboprost tromethamine
DB00374,Treprostinil
DB00905,Bimatoprost
DB02060,Cyclohexanone
DB01529,Dextromoramide
DB04833,Methaqualone
DB02216,S-Methylcysteine
DB00189,Ethchlorvynol
DB04459,"3,4-Dichloroisocoumarin"
DB00192,Indecainide
DB01319,Fosamprenavir
DB00801,Halazepam
DB01559,Clotiazepam
DB01622,Thioproperazine
DB04045,(R)-methylmalonyl-CoA
DB00538,Gadoversetamide
DB04826,Thenalidine
DB01158,Bretylium
DB02736,Acetamide
DB01923,L-Xylulose 5-Phosphate
DB00299,Penciclovir
DB00556,Perflutren
DB01441,"5-Methoxy-N,N-diisopropyltryptamine"
DB02843,alpha-D-glucose-1-phosphate
DB01560,Cathinone
DB04838,Cyclandelate
DB04310,2-[(Formyl-Hydroxy-Amino)-Methyl]-Heptanoic Acid [1-(2-Hydroxymethyl-Pyrrolidine-1-Carbonyl)-2-Methyl-Propyl]-Amide
DB02181,2'-Deoxyguanosine-5'-Triphosphate
DB01260,Desonide
DB01264,Darunavir
DB00405,Dexbrompheniramine
DB01155,Gemifloxacin
DB00267,Cefmenoxime
DB01344,Tolevamer
DB01447,4-Methylaminorex
DB00452,Framycetin
DB00478,Rimantadine
DB01589,Quazepam
DB01612,Amyl Nitrite
DB01135,Doxacurium
DB00651,Dyphylline
DB00558,Zanamivir
DB01299,Sulfadoxine
DB01148,Flavoxate
DB01301,Rolitetracycline
DB03644,3-hydroxyanthranilic acid
DB00375,Colestipol
DB00576,Sulfamethizole
DB01210,Levobunolol
DB04778,SC45647
DB01604,Pivampicillin
DB01352,Aprobarbital
DB01525,Ecgonine
DB00041,Aldesleukin
DB00004,Denileukin diftitox
DB02563,Hexanoyl-CoA
DB03588,Diphenylacetic acid
DB00020,Sargramostim
DB03088,Pidolic acid
DB04823,Oxyphenisatin
DB02854,Aetiocholanolone
DB01178,Chlormezanone
DB01246,Alimemazine
DB01511,Delorazepam
DB01583,Liotrix
DB00767,Benzquinamide
DB01163,Amdinocillin
DB01134,Desoxycorticosterone pivalate
DB00423,Methocarbamol
DB00340,Metixene
DB04493,Fructose-6-phosphate
DB01139,Cefapirin
DB00872,Conivaptan
DB00913,Anileridine
DB00505,Tridihexethyl
DB01377,Magnesium oxide
DB01466,Ethylmorphine
DB01478,Desmethylprodine
DB00617,Paramethadione
DB01111,Colistimethate
DB00660,Metaxalone
DB00868,Benzonatate
DB01490,Aminorex
DB01125,Anisindione
DB02203,Acetone Cyanohydrin
DB03260,Hexamethylene diamine
DB01547,Drotebanol
DB01571,3-Methylfentanyl
DB03811,Histidinol
DB01581,Sulfamerazine
DB00663,Flumethasone
DB00416,Metocurine iodide
DB01306,Insulin aspart
DB02054,Gabaculine
DB01168,Procarbazine
